,track_id,popularity_track,duration_min,explicit,track_number,release_date,number_of_artists,popularity_artist_mean,followers_mean,num_of_markets,camelot,tempo,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,major,minor,album,compilation,single,Amount_words,Amount_unique_words,Diversity_coeff,Amount_adlibs,Amount_verses,Amount_chorus,Avg_words_verse,Scalared_popularity
26755,7a7ztmtdpcgwnkzcvJl5SY,64,3.87,1,10,487392,1,78.0,5646656.0,183,2B,127.0,59.0,56.0,37.0,38.0,0.0,13.0,32.0,-10,1,0,1,0,0,675.0,310.0,2.177419354838709,13.0,3.0,3.0,133.0,-0.7899045526168708
26756,3EuCkgHpzLixcDH2OtNFA3,64,5.05,1,1,487392,1,78.0,5646656.0,183,8B,148.0,58.0,77.0,32.0,42.0,0.0,14.0,17.0,-9,1,0,1,0,0,338.0,170.0,1.988235294117647,15.0,3.0,4.0,50.0,-0.7899045526168708
26757,1EoEU4HY57qaITp06TkC6B,64,2.74,0,1,434760,1,80.0,13336393.0,185,8A,145.0,59.0,90.0,30.0,6.0,0.0,14.0,5.0,-6,0,1,0,0,1,585.0,157.0,3.726114649681529,32.0,1.0,3.0,31.0,-0.7899045526168708
26758,7Kf6WE45fNBoyRkAuQKfrA,64,2.97,0,1,422040,1,80.0,13336393.0,185,8B,134.0,46.0,64.0,13.0,0.0,0.0,35.0,5.0,-9,1,0,0,0,1,457.0,169.0,2.70414201183432,16.0,2.0,2.0,91.0,-0.7899045526168708
26759,78UcD75aiIsUnLUXivBQ5T,64,2.23,1,4,486624,1,80.0,13336393.0,185,3A,128.0,84.0,76.0,72.0,10.0,0.0,11.0,16.0,-6,0,1,1,0,0,383.0,179.0,2.1396648044692737,7.0,1.0,2.0,214.0,-0.7899045526168708
26760,1Oxz4WuagRCdwB0KosGEeb,64,3.14,1,1,462960,1,82.0,8947122.0,185,1B,82.0,81.0,77.0,36.0,5.0,0.0,11.0,31.0,-3,1,0,0,0,1,271.0,113.0,2.398230088495575,1.0,1.0,2.0,46.0,-0.7899045526168708
26762,6K2anECyrckidwf5wxS78Q,64,2.33,1,11,422376,2,75.0,10915657.0,182,11A,172.0,27.0,47.0,70.0,45.0,0.0,20.0,4.0,-10,0,1,1,0,0,570.0,275.0,2.0727272727272728,38.0,6.0,0.0,90.0,-0.7899045526168708
26764,51VkDFjQNGDZtJRzdPZbZw,64,3.86,1,4,353592,2,74.0,6924835.0,185,7A,113.0,46.0,42.0,15.0,38.0,2.0,12.0,6.0,-8,0,1,1,0,0,594.0,179.0,3.3184357541899443,22.0,2.0,0.0,84.0,-0.7899045526168708
26765,7tTRFVlFzk6yTnoMcParmi,64,4.19,0,3,449088,1,76.0,11183934.0,184,4B,143.0,52.0,64.0,58.0,35.0,7.0,17.0,9.0,-10,1,0,1,0,0,844.0,277.0,3.046931407942238,4.0,2.0,4.0,233.0,-0.7899045526168708
26767,6pUBrvKfJL4qmn95mxU7rC,64,3.2,1,6,428760,1,72.0,8281546.0,184,8A,110.0,45.0,80.0,4.0,58.0,0.0,12.0,33.0,-9,0,1,1,0,0,540.0,238.0,2.26890756302521,0.0,2.0,2.0,208.0,-0.7899045526168708
26768,5f4mOETLngamMDTJnbF9s7,64,2.01,0,7,471936,1,74.0,5227692.0,185,4A,140.0,76.0,94.0,23.0,2.0,0.0,11.0,16.0,-6,0,1,1,0,0,313.0,163.0,1.9202453987730064,8.0,2.0,0.0,35.0,-0.7899045526168708
26769,7w7BrPbOjF5OxChs2dxFve,64,2.76,0,1,465336,3,74.0,5227692.0,185,11A,130.0,83.0,89.0,95.0,6.0,0.0,11.0,7.0,-7,0,1,0,0,1,343.0,149.0,2.302013422818792,1.0,2.0,0.0,78.0,-0.7899045526168708
26770,3U3gHqRwjam6CxwW68m30z,64,3.92,1,1,430200,1,75.0,10212233.0,185,10B,100.0,76.0,80.0,54.0,27.0,0.0,19.0,22.0,-3,1,0,0,0,1,830.0,307.0,2.7035830618892507,16.0,3.0,3.0,192.0,-0.7899045526168708
26771,1HvTxgCj0mTzQlEo0zLvFb,64,2.25,1,1,457992,1,75.0,10212233.0,185,3B,142.0,68.0,83.0,67.0,9.0,0.0,21.0,22.0,-4,1,0,0,0,1,562.0,198.0,2.8383838383838382,21.0,2.0,2.0,105.0,-0.7899045526168708
26772,1HSPVwhWDnu1PYl1GwA9s0,64,4.37,0,1,489048,1,75.0,8056145.0,185,11B,155.0,69.0,74.0,31.0,0.0,0.0,15.0,15.0,-8,1,0,0,0,1,249.0,116.0,2.146551724137931,0.0,2.0,0.0,49.0,-0.7899045526168708
26773,3KmPDFJeamrxeUknSDqsfk,64,3.31,1,6,410280,1,74.0,3189484.0,185,3B,148.0,73.0,68.0,29.0,0.0,0.0,7.0,7.0,-7,1,0,1,0,0,362.0,128.0,2.828125,0.0,2.0,0.0,70.0,-0.7899045526168708
26774,6NBmlO9D9y32zDjf3PsF6G,64,3.48,0,1,487704,3,74.0,3189484.0,185,6A,101.0,73.0,73.0,80.0,4.0,0.0,35.0,5.0,-3,0,1,0,0,1,432.0,193.0,2.238341968911917,10.0,3.0,0.0,79.0,-0.7899045526168708
26778,2y6Ty2NPAsP84XJAtzLxuk,64,3.92,0,1,435984,2,78.0,19277401.0,185,3A,163.0,56.0,76.0,17.0,14.0,0.0,12.0,28.0,-6,0,1,0,0,1,614.0,202.0,3.03960396039604,13.0,2.0,3.0,105.0,-0.7899045526168708
26779,3PjSkZGM7rpNPymaesfZte,64,2.01,1,4,439848,1,75.0,7970509.0,185,4B,140.0,52.0,89.0,73.0,37.0,0.0,9.0,33.0,-9,1,0,1,0,0,533.0,207.0,2.57487922705314,51.0,1.0,2.0,158.0,-0.7899045526168708
26780,3oD8cDM3m7cl3Zc38uxyK4,64,2.23,1,3,445560,1,75.0,7970509.0,185,8B,133.0,57.0,89.0,50.0,3.0,0.0,18.0,7.0,-6,1,0,1,0,0,596.0,205.0,2.907317073170732,56.0,1.0,2.0,308.0,-0.7899045526168708
26781,6HMHgBHdLBQ0QYIaOp2gse,64,3.5,1,2,394056,2,74.0,6818612.0,171,3A,120.0,53.0,92.0,76.0,9.0,0.0,10.0,32.0,-10,0,1,1,0,0,666.0,185.0,3.6,0.0,2.0,4.0,117.0,-0.7899045526168708
26782,4PAs9QivjLo95KNLGDd1pk,64,2.78,1,1,488688,1,74.0,6818612.0,185,8A,87.0,49.0,79.0,20.0,5.0,0.0,6.0,8.0,-9,0,1,0,0,1,555.0,227.0,2.444933920704846,15.0,2.0,3.0,145.0,-0.7899045526168708
26783,28u9JaFwO7GX2YNARkq37P,64,2.87,1,8,426912,2,74.0,6818612.0,185,11A,160.0,64.0,52.0,53.0,13.0,0.0,13.0,37.0,-6,0,1,1,0,0,523.0,233.0,2.244635193133047,1.0,2.0,3.0,173.0,-0.7899045526168708
26784,2CPturRUlpvirYr7VpkXCV,64,3.37,1,10,212976,1,72.0,4297331.0,185,3B,118.0,91.0,46.0,45.0,6.0,0.0,11.0,49.0,-7,1,0,1,0,0,338.0,225.0,1.502222222222222,0.0,3.0,0.0,112.0,-0.7899045526168708
26785,3UYuDTslR35thjQzaVwRMe,64,4.07,1,1,288816,1,72.0,4297331.0,185,5B,100.0,56.0,72.0,41.0,17.0,0.0,32.0,5.0,-7,1,0,1,0,0,720.0,383.0,1.8798955613577024,0.0,2.0,3.0,295.0,-0.7899045526168708
26792,0ghm6bTrXuqnLDyvfsv2at,64,3.15,0,1,479832,4,77.0,6332879.0,185,9A,158.0,79.0,63.0,54.0,37.0,0.0,11.0,10.0,-7,0,1,0,0,1,345.0,141.0,2.4468085106382977,21.0,2.0,0.0,100.0,-0.7899045526168708
26793,4jzUIyAeosr1rNU9vlBDOv,64,4.44,1,7,390888,2,77.0,19518051.0,185,3B,168.0,60.0,73.0,39.0,32.0,0.0,22.0,33.0,-7,1,0,1,0,0,563.0,218.0,2.5825688073394497,0.0,2.0,0.0,146.0,-0.7899045526168708
26797,2LvRR121MWFmmEGkuV2vQP,64,3.67,1,10,385320,2,74.0,5291378.0,171,6A,120.0,36.0,49.0,15.0,35.0,0.0,9.0,5.0,-10,0,1,1,0,0,322.0,203.0,1.5862068965517242,0.0,1.0,0.0,317.0,-0.7899045526168708
26799,4VayCkXPEDlKeAo4DfPk89,64,3.42,1,1,484536,1,81.0,12724780.0,185,8B,134.0,43.0,83.0,23.0,3.0,0.0,63.0,17.0,-10,1,0,0,0,1,547.0,178.0,3.0730337078651684,9.0,0.0,0.0,0.0,-0.7899045526168708
26800,2QaKqCBZzBossC940glm6N,64,2.45,0,1,478152,2,71.0,1748029.0,185,4B,65.0,31.0,57.0,51.0,17.0,0.0,12.0,39.0,-14,1,0,0,0,1,479.0,192.0,2.4947916666666665,6.0,4.0,3.0,54.0,-0.7899045526168708
26804,4h7qcXBtaOJnmrapxoWxGf,64,3.94,1,3,440352,2,71.0,6142013.0,185,4B,95.0,30.0,83.0,75.0,20.0,0.0,8.0,28.0,-12,1,0,1,0,0,722.0,346.0,2.086705202312139,5.0,0.0,0.0,0.0,-0.7899045526168708
26810,7scWcScVJIcVTLLE1cv1ib,64,2.61,0,1,483024,1,78.0,2300285.0,184,3A,172.0,49.0,51.0,14.0,41.0,0.0,11.0,32.0,-9,0,1,0,0,1,252.0,68.0,3.7058823529411766,5.0,2.0,3.0,44.0,-0.7899045526168708
26811,1fqXdCLVHi2o5nHoANQ8XF,64,3.9,0,15,485208,1,78.0,2300285.0,184,8B,120.0,86.0,76.0,96.0,2.0,0.0,26.0,10.0,-3,1,0,1,0,0,709.0,223.0,3.179372197309417,21.0,3.0,4.0,99.0,-0.7899045526168708
26815,1Goev6cA7GPslY2CdxXzDG,64,3.01,1,7,477936,1,72.0,3468911.0,184,3B,95.0,50.0,56.0,26.0,75.0,0.0,35.0,35.0,-8,1,0,1,0,0,322.0,143.0,2.251748251748252,3.0,2.0,0.0,70.0,-0.7899045526168708
26816,7aZusA4cWXz3Wv9e9uhavz,64,3.13,1,1,452400,1,76.0,13942792.0,185,4B,130.0,44.0,83.0,14.0,4.0,0.0,29.0,8.0,-10,1,0,0,0,1,395.0,198.0,1.994949494949495,30.0,2.0,0.0,96.0,-0.7899045526168708
26817,3ua3rqwBNmeGeQfcKnA3bT,64,2.74,0,1,453552,3,76.0,13942792.0,185,3B,97.0,51.0,82.0,17.0,1.0,0.0,14.0,24.0,-8,1,0,0,0,1,412.0,186.0,2.21505376344086,36.0,3.0,2.0,87.0,-0.7899045526168708
26818,2fTTmjyF7pfarDBAbsJkvb,64,3.32,1,7,479400,1,76.0,13942792.0,184,4A,131.0,59.0,91.0,43.0,10.0,0.0,13.0,6.0,-8,0,1,1,0,0,280.0,123.0,2.2764227642276422,5.0,2.0,0.0,56.0,-0.7899045526168708
26819,5PdLhmHOy2dnnFIMrj8in0,64,3.9,0,1,417312,1,74.0,45706707.0,185,1B,157.0,94.0,63.0,94.0,19.0,0.0,15.0,5.0,-3,1,0,0,0,1,353.0,152.0,2.3223684210526314,0.0,4.0,4.0,53.0,-0.7899045526168708
26820,3oMjly10HUuk5QHyKpm16b,64,4.73,0,1,420696,2,74.0,45706707.0,185,1A,124.0,51.0,92.0,60.0,56.0,0.0,38.0,30.0,-7,0,1,0,0,1,499.0,254.0,1.9645669291338583,2.0,4.0,4.0,65.0,-0.7899045526168708
26822,2dIkrZHAbWa8mxjfZHdT18,64,3.18,1,1,488904,3,79.0,12196226.0,184,4B,90.0,69.0,54.0,56.0,95.0,0.0,65.0,41.0,-8,1,0,0,0,1,538.0,231.0,2.329004329004329,2.0,0.0,0.0,0.0,-0.7899045526168708
26823,7AbI4k9HsEcBX115clkBct,64,2.44,0,1,489240,3,79.0,12196226.0,185,4A,94.0,74.0,77.0,73.0,27.0,0.0,14.0,7.0,-8,0,1,0,0,1,318.0,156.0,2.0384615384615383,16.0,2.0,2.0,72.0,-0.7899045526168708
26824,4WM1hvYr2NC6bQnQXcj3sH,64,2.2,1,3,300024,3,73.0,4024306.0,185,1A,184.0,69.0,63.0,78.0,6.0,0.0,53.0,13.0,-7,0,1,1,0,0,292.0,208.0,1.4038461538461535,0.0,1.0,0.0,268.0,-0.7899045526168708
26825,1ppnRAPv8zJjrNy4TW5w7M,64,3.03,0,1,476544,4,74.0,2459846.5,185,12A,124.0,44.0,74.0,39.0,42.0,0.0,10.0,6.0,-12,0,1,0,0,1,246.0,122.0,2.0163934426229506,12.0,0.0,0.0,0.0,-0.7899045526168708
26826,0nJVAwPZjuuBS9rc9KVD2v,64,2.34,1,1,472608,2,75.0,4519791.0,185,10B,178.0,45.0,51.0,13.0,7.0,0.0,10.0,36.0,-13,1,0,0,0,1,286.0,228.0,1.2543859649122806,17.0,2.0,0.0,104.0,-0.7899045526168708
26827,3rKZuDrVxEcHLcHwIp2I2z,64,3.42,1,1,435720,1,76.0,9510744.0,185,1B,145.0,49.0,75.0,49.0,15.0,0.0,13.0,5.0,-9,1,0,0,0,1,463.0,197.0,2.350253807106599,0.0,0.0,0.0,0.0,-0.7899045526168708
26828,3Fac6wn77bH534pIv3YAoU,64,5.86,1,1,470616,1,76.0,9510744.0,185,8B,200.0,90.0,50.0,54.0,2.0,0.0,12.0,19.0,-4,1,0,0,0,1,802.0,341.0,2.3519061583577714,1.0,4.0,0.0,155.0,-0.7899045526168708
26830,5C1PY8gSPXadGda4SKH1Cs,64,3.26,1,6,436824,1,77.0,9694103.0,185,3B,93.0,77.0,75.0,35.0,16.0,0.0,11.0,12.0,-5,1,0,1,0,0,509.0,187.0,2.72192513368984,9.0,1.0,2.0,185.0,-0.7899045526168708
26831,7nvjvU8NgTPobK5N2rhX67,64,2.13,0,1,482856,1,75.0,890944.0,185,9A,144.0,79.0,31.0,11.0,0.0,0.0,15.0,4.0,-5,0,1,0,0,1,213.0,129.0,1.6511627906976745,1.0,2.0,0.0,42.0,-0.7899045526168708
26832,7wFK2ReVQpq80IAGs6eI1l,64,5.09,1,3,414816,1,75.0,5737313.0,184,3B,108.0,78.0,47.0,44.0,19.0,0.0,19.0,4.0,-4,1,0,1,0,0,765.0,400.0,1.9125,1.0,0.0,0.0,0.0,-0.7899045526168708
26833,6Vcxzw4ifKqYxVrp3ckpVF,64,3.36,1,10,448416,1,72.0,4269288.0,185,10A,140.0,66.0,85.0,39.0,4.0,0.0,12.0,8.0,-5,0,1,1,0,0,586.0,193.0,3.0362694300518136,15.0,0.0,0.0,0.0,-0.7899045526168708
26834,0c7KoKg2VNDSXZE0wovnjC,64,2.35,1,5,486216,1,73.0,1794190.0,185,2B,94.0,86.0,59.0,53.0,4.0,0.0,32.0,23.0,-4,1,0,1,0,0,368.0,124.0,2.967741935483871,13.0,0.0,0.0,0.0,-0.7899045526168708
26835,794Mb38wHT0cH0SxlNuyKD,64,2.21,1,6,455136,2,75.0,1785306.0,185,4A,150.0,69.0,82.0,75.0,16.0,0.0,11.0,10.0,-6,0,1,1,0,0,312.0,132.0,2.363636363636364,0.0,1.0,2.0,140.0,-0.7899045526168708
26836,6TJaoJX8VhptZ0DkcsjWaR,64,2.08,1,5,469080,1,75.0,1785306.0,185,11B,190.0,40.0,59.0,57.0,58.0,0.0,11.0,6.0,-8,1,0,1,0,0,318.0,147.0,2.163265306122449,1.0,1.0,2.0,122.0,-0.7899045526168708
26837,3smgQO8B4MQK6bbBrfHEX6,64,2.98,1,3,484512,2,75.0,5145271.0,183,11A,134.0,56.0,65.0,9.0,15.0,0.0,33.0,4.0,-6,0,1,1,0,0,372.0,183.0,2.0327868852459017,8.0,0.0,0.0,0.0,-0.7899045526168708
