,track_id,popularity_track,duration_min,explicit,track_number,release_date,number_of_artists,popularity_artist_mean,followers_mean,num_of_markets,camelot,tempo,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,major,minor,album,compilation,single,Amount_words,Amount_unique_words,Diversity_coeff,Amount_adlibs,Amount_verses,Amount_chorus,Avg_words_verse,Scalared_popularity
27818,4m8kG46clzxMxyrDuFo1Uq,72,4.12,0,1,462480,2,72.0,3468911.0,185,10A,130.0,90.0,69.0,36.0,1.0,10.0,15.0,4.0,-7,0,1,0,0,1,397.0,173.0,2.2947976878612715,17.0,2.0,0.0,101.0,0.7593960644385515
27819,6bTdZ7xfKp3NqqADJ8HLyj,72,4.17,0,1,457920,3,74.0,8705851.5,185,9B,125.0,59.0,48.0,4.0,23.0,0.0,21.0,6.0,-8,1,0,0,0,1,668.0,304.0,2.1973684210526314,49.0,4.0,0.0,118.0,0.7593960644385515
27820,0Jh6iWjna1wk5le0Ahn7No,72,3.22,0,2,431448,1,79.0,12196226.0,185,11A,112.0,59.0,87.0,45.0,6.0,0.0,38.0,5.0,-6,0,1,1,0,0,437.0,241.0,1.8132780082987552,3.0,0.0,0.0,0.0,0.7593960644385515
27821,4J49WukjRkDHgnqLdwRy8Z,72,2.22,1,1,486864,2,74.0,2459846.5,183,3A,132.0,63.0,77.0,29.0,3.0,0.0,12.0,5.0,-4,0,1,0,0,1,245.0,92.0,2.6630434782608696,10.0,1.0,0.0,23.0,0.7593960644385515
27822,5qzoVhaHblEfeVtBwrTIap,72,2.22,0,10,485712,2,74.0,2459846.5,183,4B,75.0,77.0,66.0,76.0,11.0,0.0,14.0,5.0,-5,1,0,1,0,0,232.0,118.0,1.9661016949152543,17.0,2.0,0.0,58.0,0.7593960644385515
27826,0QuKutgaaa0Q1WUZEnrZ93,72,3.52,1,9,480168,1,74.0,3493869.0,185,10B,82.0,74.0,73.0,22.0,1.0,0.0,29.0,15.0,-3,1,0,1,0,0,255.0,173.0,1.4739884393063585,10.0,2.0,0.0,86.0,0.7593960644385515
27827,2OCqhgRAssguuVopUMfGL8,72,3.87,0,14,488064,3,73.0,1741024.0,185,12B,114.0,78.0,43.0,76.0,84.0,0.0,14.0,4.0,-8,1,0,1,0,0,398.0,155.0,2.567741935483871,10.0,0.0,0.0,0.0,0.7593960644385515
27828,5ry2OE6R2zPQFDO85XkgRb,73,3.42,1,2,433488,2,85.5,55510225.5,179,11A,140.0,59.0,49.0,51.0,20.0,0.0,11.0,6.0,-5,0,1,0,0,1,579.0,239.0,2.422594142259414,16.0,3.0,2.0,139.0,0.9530586415704793
27829,0k1WUmIRnG3xU6fvvDVfRG,73,4.29,1,7,452952,3,89.33333333333333,46152302.66666666,184,3A,168.0,61.0,58.0,55.0,27.0,0.0,95.0,5.0,-6,0,1,1,0,0,611.0,274.0,2.22992700729927,33.0,0.0,0.0,0.0,0.9530586415704793
27830,1560osUcXrnov6yuOjXvc1,73,2.29,1,1,479184,1,95.0,103285391.0,183,10B,96.0,47.0,93.0,47.0,33.0,0.0,10.0,36.0,-8,1,0,0,0,1,404.0,166.0,2.433734939759036,1.0,2.0,2.0,123.0,0.9530586415704793
27834,7sWRlDoTDX8geTR8zzr2vt,73,2.6,0,1,435480,1,86.0,47746781.0,183,10A,90.0,70.0,67.0,62.0,17.0,0.0,5.0,3.0,-5,0,1,1,0,0,307.0,157.0,1.9554140127388533,0.0,2.0,2.0,93.0,0.9530586415704793
27835,4jVBIpuOiMj1crqd8LoCrJ,73,3.38,1,1,444720,3,87.0,26823195.5,185,8B,115.0,30.0,80.0,70.0,72.0,0.0,13.0,4.0,-10,1,0,0,0,1,402.0,245.0,1.6408163265306122,2.0,0.0,0.0,0.0,0.9530586415704793
27836,7wBJfHzpfI3032CSD7CE2m,73,4.51,1,1,425904,1,90.0,41206363.0,185,4B,180.0,75.0,76.0,83.0,2.0,0.0,14.0,24.0,-4,1,0,1,0,0,488.0,219.0,2.228310502283105,26.0,2.0,2.0,163.0,0.9530586415704793
27837,2x0WlnmfG39ZuDmstl9xfX,73,4.08,0,2,419520,3,89.0,22731489.0,184,3B,142.0,63.0,70.0,45.0,5.0,0.0,10.0,4.0,-4,1,0,1,0,0,654.0,233.0,2.806866952789699,22.0,0.0,4.0,0.0,0.9530586415704793
27838,4f8Mh5wuWHOsfXtzjrJB3t,73,3.53,1,3,432792,1,87.0,24503117.0,185,11B,94.0,56.0,63.0,71.0,59.0,0.0,42.0,8.0,-8,1,0,1,0,0,408.0,116.0,3.5172413793103448,57.0,2.0,3.0,66.0,0.9530586415704793
27839,5QvBXUm5MglLJ3iBfTX2Wo,73,2.95,1,5,432792,1,87.0,24503117.0,185,1A,125.0,54.0,63.0,43.0,78.0,0.0,11.0,5.0,-8,0,1,1,0,0,263.0,104.0,2.5288461538461537,7.0,2.0,1.0,86.0,0.9530586415704793
27840,4YmsnZcxHEGEqHB3K0vdt0,73,2.21,1,2,489072,3,76.66666666666667,6241355.333333333,184,9A,137.0,49.0,77.0,72.0,24.0,0.0,18.0,4.0,-9,0,1,1,0,0,427.0,167.0,2.55688622754491,21.0,2.0,3.0,118.0,0.9530586415704793
27841,5nzhL67GpF9szXWg5y509A,73,3.4,1,11,427416,1,85.0,21693804.0,182,4B,113.0,75.0,83.0,46.0,34.0,0.0,11.0,5.0,-3,1,0,1,0,0,557.0,192.0,2.9010416666666665,18.0,3.0,3.0,111.0,0.9530586415704793
27842,01vHGJRvJ6EZW9KO8NtZpi,73,5.11,1,1,410904,5,83.0,17873314.0,185,1B,147.0,17.0,57.0,28.0,83.0,0.0,11.0,6.0,-11,1,0,0,0,1,676.0,307.0,2.201954397394137,21.0,4.0,0.0,93.0,0.9530586415704793
27844,6osaMSJh9NguagEDQcZaKx,73,3.09,0,10,434448,3,78.0,7322156.0,181,5A,86.0,65.0,45.0,39.0,27.0,0.0,13.0,17.0,-6,0,1,1,0,0,385.0,191.0,2.0157068062827226,27.0,2.0,0.0,94.0,0.9530586415704793
27845,6wN4nT2qy3MQc098yL3Eu9,73,4.61,1,1,361320,3,78.0,7322156.0,185,3B,98.0,76.0,80.0,52.0,1.0,0.0,19.0,5.0,-5,1,0,1,0,0,622.0,234.0,2.658119658119658,36.0,3.0,3.0,136.0,0.9530586415704793
27846,27NovPIUIRrOZoCHxABJwK,73,3.53,1,1,451944,2,76.0,4355571.0,184,3B,82.0,59.0,81.0,35.0,18.0,0.0,11.0,41.0,-8,1,0,0,0,1,463.0,249.0,1.859437751004016,19.0,0.0,0.0,0.0,0.9530586415704793
27847,6ehWdR7cGDXnT7aKEASJxE,73,3.36,1,1,471096,2,76.0,4355571.0,185,10A,135.0,60.0,75.0,54.0,2.0,1.0,10.0,13.0,-10,0,1,0,0,1,572.0,249.0,2.2971887550200805,25.0,0.0,0.0,0.0,0.9530586415704793
27849,5Xnkr4b6swk6BA5IinCIlU,73,2.49,0,1,487392,2,79.0,6117460.0,183,4B,136.0,67.0,81.0,38.0,20.0,0.0,38.0,34.0,-9,1,0,0,0,1,214.0,88.0,2.4318181818181817,0.0,2.0,2.0,44.0,0.9530586415704793
27850,4VqEUmMjhbj6w7g5EVKILE,73,2.42,1,2,407664,2,82.0,15731159.0,185,5A,142.0,56.0,88.0,59.0,12.0,0.0,10.0,31.0,-6,0,1,0,0,1,276.0,117.0,2.358974358974359,17.0,0.0,0.0,0.0,0.9530586415704793
27851,6ArK3RtQGmvDV63sUnPHRN,73,2.96,1,5,412896,2,82.0,15731159.0,185,5A,94.0,72.0,79.0,69.0,49.0,0.0,11.0,9.0,-6,0,1,0,0,1,427.0,85.0,5.023529411764706,21.0,0.0,0.0,0.0,0.9530586415704793
27852,7oODxqLHmajTXnGK0hWfj1,73,2.63,0,2,489024,3,76.0,36536609.0,184,12A,128.0,72.0,64.0,51.0,21.0,0.0,22.0,40.0,-8,0,1,1,0,0,252.0,142.0,1.7746478873239435,3.0,3.0,4.0,63.0,0.9530586415704793
27853,4XxfOvudrnBRdlgzEaq1sd,73,3.56,0,16,443328,1,76.0,36536609.0,185,4A,122.0,59.0,63.0,49.0,63.0,0.0,11.0,25.0,-5,0,1,1,0,0,390.0,170.0,2.294117647058824,0.0,0.0,0.0,0.0,0.9530586415704793
27854,7AsG1F1eMWd17RYan8M3Wm,73,3.89,0,5,462528,2,75.0,8806337.0,185,2A,98.0,81.0,70.0,45.0,51.0,0.0,10.0,11.0,-6,0,1,0,0,1,332.0,130.0,2.5538461538461537,1.0,3.0,4.0,50.0,0.9530586415704793
27855,0wLCA75tmsos5ZcVzqHFQ1,73,2.65,0,1,483336,2,77.5,4235816.5,185,4B,94.0,53.0,76.0,55.0,50.0,0.0,51.0,37.0,-9,1,0,1,0,0,393.0,172.0,2.2848837209302326,46.0,0.0,0.0,0.0,0.9530586415704793
27858,2xB46Bj9HZ4cr058yN4Pla,73,2.22,1,5,442368,1,78.0,8995678.0,185,11A,95.0,84.0,86.0,79.0,10.0,0.0,8.0,33.0,-8,0,1,1,0,0,493.0,176.0,2.801136363636364,9.0,1.0,2.0,210.0,0.9530586415704793
27859,0vcuJjViqrFCCWUrjrZW1X,73,3.87,1,1,485184,3,75.0,26644123.0,184,8A,90.0,78.0,78.0,71.0,13.0,0.0,11.0,24.0,-4,0,1,0,0,1,562.0,228.0,2.4649122807017543,21.0,3.0,3.0,72.0,0.9530586415704793
27861,6DxS2ZRl8G3EagHkovYXA2,73,5.07,0,1,328056,1,74.0,4605195.0,185,3B,120.0,56.0,85.0,34.0,35.0,0.0,17.0,14.0,-4,1,0,1,0,0,460.0,136.0,3.3823529411764706,12.0,1.0,0.0,48.0,0.9530586415704793
27862,6uFn47ACjqYkc0jADwEdj1,73,2.78,1,5,433296,2,75.5,11645133.0,185,2A,150.0,70.0,74.0,89.0,2.0,0.0,5.0,6.0,-7,0,1,1,0,0,591.0,220.0,2.6863636363636365,11.0,2.0,3.0,164.0,0.9530586415704793
27863,03a359wbiUsjN9h6yzXvmS,73,3.49,0,1,422448,2,76.5,9800362.5,185,8A,88.0,77.0,78.0,62.0,27.0,0.0,9.0,9.0,-8,0,1,0,0,1,607.0,184.0,3.2989130434782608,38.0,2.0,2.0,75.0,0.9530586415704793
27865,08Isz2ETWSBhvIl8UpKYsp,73,2.84,0,1,457080,1,75.0,10047741.0,185,1B,124.0,54.0,94.0,47.0,1.0,0.0,15.0,11.0,-6,1,0,0,0,1,223.0,90.0,2.477777777777778,0.0,2.0,3.0,34.0,0.9530586415704793
27866,7oUmdKkRseMR4TULWCFgAt,73,3.26,0,11,488544,1,82.0,8947122.0,185,2B,84.0,39.0,36.0,16.0,30.0,0.0,13.0,5.0,-11,1,0,1,0,0,260.0,124.0,2.096774193548387,1.0,2.0,2.0,70.0,0.9530586415704793
27867,1EGahoey0DylpaNtGk3Mae,73,2.94,0,10,488544,1,82.0,8947122.0,185,1A,121.0,58.0,83.0,43.0,1.0,0.0,13.0,8.0,-8,0,1,1,0,0,324.0,130.0,2.4923076923076923,4.0,2.0,2.0,79.0,0.9530586415704793
27868,7FwSZyO5ynlN0OJGVOjE6k,73,3.44,0,12,463488,2,82.0,8947122.0,184,10B,159.0,59.0,65.0,15.0,1.0,0.0,11.0,6.0,-6,1,0,1,0,0,320.0,150.0,2.1333333333333333,0.0,2.0,2.0,82.0,0.9530586415704793
27869,3fBbfrWZUuWWrMQXFISr7N,73,4.07,1,4,391896,3,76.0,7735060.0,185,4B,150.0,79.0,49.0,6.0,1.0,0.0,19.0,4.0,-4,1,0,1,0,0,556.0,186.0,2.989247311827957,36.0,3.0,3.0,62.0,0.9530586415704793
27870,3UVM7rdOSbm2vKDXB9SsWo,73,3.81,0,4,405000,1,74.0,6924835.0,185,11A,134.0,68.0,81.0,47.0,67.0,0.0,64.0,7.0,-5,0,1,1,0,0,493.0,166.0,2.969879518072289,0.0,2.0,0.0,103.0,0.9530586415704793
27871,7wB9sL81rFRGhRt6msZ9CV,73,3.13,1,8,465552,1,77.0,1637551.0,185,1A,155.0,70.0,84.0,55.0,1.0,0.0,20.0,28.0,-5,0,1,1,0,0,235.0,106.0,2.2169811320754715,0.0,2.0,2.0,45.0,0.9530586415704793
27872,4dLLdfiniBhDP9dlJQIOi4,73,3.23,0,1,476784,2,74.0,5227692.0,183,5A,87.0,88.0,53.0,28.0,33.0,0.0,36.0,46.0,-6,0,1,0,0,1,283.0,72.0,3.9305555555555554,6.0,0.0,0.0,0.0,0.9530586415704793
27873,38EGs4h8GqgrS1HT344SCQ,73,3.85,0,1,483984,1,75.0,8056145.0,185,3B,91.0,63.0,84.0,35.0,6.0,0.0,40.0,13.0,-6,1,0,0,0,1,296.0,85.0,3.4823529411764707,0.0,2.0,2.0,40.0,0.9530586415704793
27874,3elpkpwYlmUbuvmVps08lJ,73,3.63,0,1,433560,2,73.5,6660150.5,185,6B,126.0,69.0,85.0,47.0,8.0,0.0,8.0,6.0,-6,1,0,0,0,1,449.0,176.0,2.551136363636364,9.0,2.0,3.0,134.0,0.9530586415704793
27876,2fjqfFUq64thFsqfKN01kS,73,2.59,1,2,479400,2,76.5,10137835.5,184,3A,101.0,50.0,83.0,10.0,10.0,0.0,12.0,5.0,-4,0,1,1,0,0,380.0,187.0,2.0320855614973263,9.0,2.0,0.0,147.0,0.9530586415704793
27877,55ZATsjPlTeSTNJOuW90pW,73,4.42,1,1,466080,2,77.0,19518051.0,185,3B,168.0,64.0,77.0,26.0,15.0,0.0,7.0,47.0,-7,1,0,0,0,1,584.0,220.0,2.6545454545454548,0.0,3.0,0.0,124.0,0.9530586415704793
27878,0sy2mtvcM7V5ETtmQIbGVt,73,2.82,1,2,486048,3,77.0,9273042.0,185,2B,102.0,50.0,71.0,73.0,0.0,0.0,70.0,23.0,-8,1,0,1,0,0,346.0,148.0,2.3378378378378377,14.0,2.0,0.0,51.0,0.9530586415704793
27879,610keNiNVTIkYD0CqeSerg,73,2.93,1,6,465288,2,76.5,1256795.5,185,11B,114.0,53.0,84.0,69.0,55.0,0.0,12.0,21.0,-11,1,0,1,0,0,367.0,183.0,2.0054644808743167,0.0,5.0,5.0,48.0,0.9530586415704793
27881,0XzQsVLirMJgbQXXc1mPYb,73,2.63,0,1,488952,2,76.5,1256795.5,185,3B,74.0,74.0,69.0,22.0,3.0,0.0,8.0,11.0,-5,1,0,1,0,0,230.0,166.0,1.3855421686746987,0.0,0.0,0.0,0.0,0.9530586415704793
27882,2tPhRcPnhJ8Qh51jLP0lZ3,73,3.56,0,1,487992,3,72.0,1740309.0,183,11A,96.0,76.0,83.0,37.0,28.0,0.0,10.0,6.0,-3,0,1,0,0,1,530.0,239.0,2.217573221757322,0.0,3.0,3.0,114.0,0.9530586415704793
27883,7EQvdUJqZ2i7SWvSB2VqGA,73,4.97,1,2,261192,2,73.0,4024306.0,185,4B,140.0,81.0,86.0,57.0,26.0,0.0,8.0,5.0,-2,1,0,1,0,0,317.0,179.0,1.770949720670391,0.0,1.0,0.0,259.0,0.9530586415704793
27884,4b82tXj35SycILuILcgBQ6,73,3.9,1,2,305712,1,73.0,4024306.0,185,12A,130.0,63.0,79.0,60.0,16.0,0.0,38.0,4.0,-4,0,1,1,0,0,766.0,381.0,2.010498687664042,23.0,1.0,0.0,554.0,0.9530586415704793
27885,3ic4P54j8y17su29vAGYD5,73,1.94,1,1,488736,2,74.0,2459846.5,183,12B,91.0,65.0,54.0,40.0,12.0,0.0,36.0,6.0,-6,1,0,0,0,1,211.0,110.0,1.9181818181818184,9.0,1.0,0.0,68.0,0.9530586415704793
27886,1r5mgtowxhqse44YVzCk6x,73,4.77,0,11,376920,2,73.0,16400611.0,185,9B,97.0,55.0,81.0,24.0,39.0,0.0,15.0,7.0,-7,1,0,1,0,0,666.0,300.0,2.22,7.0,3.0,2.0,161.0,0.9530586415704793
27887,1PkXm3F4IHE4cwm3D9y1tr,73,3.09,0,1,487560,2,73.0,5923906.0,185,2B,123.0,57.0,81.0,80.0,15.0,0.0,20.0,17.0,-8,1,0,0,0,1,287.0,136.0,2.110294117647059,10.0,0.0,0.0,0.0,0.9530586415704793
27889,0FU7ERQTOECwmEIaWDgdIG,73,2.39,1,1,487056,2,73.0,3562522.0,185,11A,126.0,49.0,66.0,68.0,82.0,0.0,7.0,45.0,-11,0,1,0,0,1,322.0,127.0,2.5354330708661417,0.0,1.0,2.0,69.0,0.9530586415704793
27891,66ku4Gq4k5xUqdVL4Oam2r,73,3.83,1,1,484536,1,77.0,2717823.0,185,1A,140.0,47.0,81.0,60.0,49.0,0.0,30.0,10.0,-9,0,1,1,0,0,583.0,191.0,3.0523560209424083,21.0,0.0,0.0,0.0,0.9530586415704793
27892,4ccQmkote4B1zBjhk9sxFH,73,2.49,1,1,486720,2,72.0,4269288.0,185,9B,130.0,63.0,49.0,10.0,8.0,0.0,11.0,5.0,-8,1,0,0,0,1,480.0,220.0,2.1818181818181817,40.0,0.0,0.0,0.0,0.9530586415704793
27893,0jkAr7eZsvWDLYiQCfaxak,73,3.78,1,6,484512,2,75.0,5145271.0,183,5B,135.0,79.0,57.0,43.0,5.0,0.0,17.0,5.0,-5,1,0,1,0,0,487.0,190.0,2.5631578947368423,15.0,0.0,0.0,0.0,0.9530586415704793
27894,6RqD0fpAaKEZvQd0QrTj7j,73,4.32,0,1,474960,3,72.0,2004627.0,185,9B,77.0,74.0,58.0,57.0,34.0,0.0,13.0,3.0,-4,1,0,0,0,1,656.0,219.0,2.9954337899543377,38.0,3.0,3.0,96.0,0.9530586415704793
27895,1JjHQ4lfAjbDq7wmOmH9wM,73,1.93,1,5,484992,2,72.0,1257854.0,183,8B,83.0,61.0,56.0,15.0,38.0,0.0,11.0,2.0,-5,1,0,0,0,1,235.0,120.0,1.9583333333333333,3.0,0.0,0.0,0.0,0.9530586415704793
27896,0Bf7Lc7d6gE3xUDCePUvV7,73,2.58,0,1,488208,1,72.0,1257854.0,183,3B,108.0,82.0,85.0,89.0,3.0,0.0,9.0,10.0,-3,1,0,0,0,1,497.0,228.0,2.179824561403509,1.0,0.0,0.0,0.0,0.9530586415704793
27897,2IRZnDFmlqMuOrYOLnZZyc,74,3.01,1,9,428760,2,83.5,55783468.5,184,4A,100.0,45.0,64.0,49.0,13.0,0.0,14.0,16.0,-10,0,1,1,0,0,507.0,232.0,2.185344827586207,26.0,2.0,2.0,140.0,1.146721218702407
27898,2WP8G2pdddDmnh1xbfKBOI,74,3.03,0,5,425064,1,95.0,103285391.0,180,8B,101.0,72.0,56.0,68.0,27.0,0.0,22.0,12.0,-3,1,0,1,0,0,181.0,92.0,1.9673913043478264,1.0,2.0,2.0,54.0,1.146721218702407
27899,1DMYEiuAgz1OKvANXiNFrN,74,5.19,1,8,390720,2,95.0,103285391.0,185,5A,124.0,54.0,51.0,68.0,74.0,0.0,18.0,7.0,-8,0,1,1,0,0,926.0,233.0,3.9742489270386265,4.0,2.0,3.0,162.0,1.146721218702407
27901,5Gt9bxniM1SxN61yRzRhXL,74,4.26,1,1,459000,1,89.0,44697878.0,183,7B,95.0,66.0,75.0,19.0,16.0,0.0,25.0,17.0,-6,1,0,1,0,0,640.0,322.0,1.9875776397515528,5.0,3.0,2.0,145.0,1.146721218702407
27902,1ZHYJ2Wwgxes4m8Ba88PeK,74,6.31,1,6,358440,5,83.0,20885983.25,184,3A,168.0,61.0,58.0,55.0,27.0,0.0,95.0,5.0,-6,0,1,1,0,0,604.0,412.0,1.4660194174757282,1.0,4.0,0.0,120.0,1.146721218702407
27903,0NrtwAmRAdLxua31SzHvXr,74,3.8,1,10,330408,2,89.0,31096938.0,184,12A,104.0,80.0,74.0,51.0,50.0,0.0,25.0,5.0,-3,0,1,1,0,0,509.0,212.0,2.400943396226415,5.0,3.0,4.0,104.0,1.146721218702407
27904,2NlTOhsAamXOaZciOXbITb,74,3.91,1,15,424728,2,89.0,22731489.0,175,4B,75.0,63.0,45.0,77.0,59.0,1.0,12.0,13.0,-5,1,0,1,0,0,564.0,162.0,3.4814814814814814,23.0,3.0,4.0,82.0,1.146721218702407
27905,1hz7SRTGUNAtIQ46qiNv2p,74,6.26,1,10,432792,1,87.0,24503117.0,185,8A,98.0,86.0,49.0,67.0,16.0,0.0,30.0,40.0,-6,0,1,1,0,0,591.0,222.0,2.6621621621621623,17.0,3.0,4.0,106.0,1.146721218702407
27906,1s9DTymg5UQrdorZf43JQm,74,3.44,1,10,423888,2,83.0,12823127.5,180,10B,85.0,66.0,75.0,67.0,40.0,0.0,8.0,48.0,-7,1,0,1,0,0,502.0,158.0,3.1772151898734178,1.0,2.0,3.0,152.0,1.146721218702407
27907,5kDgJffgJ0lYHTSiaXFWNw,74,2.85,1,1,478656,1,79.0,6609282.0,185,9A,150.0,73.0,63.0,13.0,6.0,0.0,14.0,5.0,-4,0,1,1,0,0,411.0,178.0,2.308988764044944,6.0,2.0,1.0,109.0,1.146721218702407
27910,7MOjhqpSpGkeRyT4agpg12,74,3.74,1,1,478320,1,80.0,8300610.0,184,3A,109.0,64.0,66.0,40.0,2.0,0.0,17.0,24.0,-7,0,1,0,0,1,465.0,173.0,2.6878612716763004,8.0,3.0,2.0,76.0,1.146721218702407
27912,6oEVnWKgPqIEPc53OYDNqG,74,4.21,0,13,435312,2,80.0,10582865.0,185,2B,132.0,59.0,65.0,35.0,0.0,0.0,17.0,5.0,-6,1,0,1,0,0,410.0,153.0,2.679738562091503,12.0,3.0,2.0,66.0,1.146721218702407
27913,6ngGiVX91DRmGDH4G5EgeO,74,3.87,0,3,453288,1,79.0,6117460.0,185,1A,97.0,92.0,77.0,68.0,0.0,0.0,27.0,6.0,-5,0,1,1,0,0,330.0,135.0,2.4444444444444446,0.0,2.0,3.0,44.0,1.146721218702407
27914,6rFckZb1cuJYzsZiGHgqks,74,3.57,1,1,465408,2,79.0,11920475.0,185,3B,123.0,75.0,78.0,48.0,22.0,0.0,55.0,11.0,-5,1,0,0,0,1,478.0,308.0,1.551948051948052,3.0,1.0,0.0,390.0,1.146721218702407
27915,29m79w9xPMH4YCD6r8JSmV,74,2.94,0,1,443208,3,75.0,8806337.0,185,12A,174.0,53.0,73.0,27.0,50.0,0.0,18.0,10.0,-9,0,1,0,0,1,325.0,118.0,2.754237288135593,0.0,4.0,5.0,40.0,1.146721218702407
27916,6xOiC7SgWCFsipcM69jIDO,74,2.89,0,1,485040,2,79.0,5235878.0,185,1B,93.0,87.0,55.0,40.0,54.0,0.0,14.0,12.0,-5,1,0,0,0,1,505.0,165.0,3.060606060606061,18.0,0.0,0.0,0.0,1.146721218702407
27917,0BiXEKLDn6bG3OgZcwNYuM,74,3.02,1,8,489216,1,80.0,6620936.0,183,4A,95.0,72.0,84.0,49.0,8.0,0.0,15.0,8.0,-8,0,1,1,0,0,530.0,217.0,2.442396313364055,2.0,2.0,2.0,180.0,1.146721218702407
27918,0NYfJMsHto6FMUthoOvxHA,74,2.48,0,4,486144,2,77.0,10922413.5,185,9A,130.0,73.0,80.0,71.0,9.0,0.0,13.0,11.0,-6,0,1,1,0,0,425.0,160.0,2.65625,35.0,2.0,3.0,98.0,1.146721218702407
27920,03IpZ9yqJlo3EIgDQUgBSF,74,3.63,1,2,480648,2,80.0,13336393.0,185,10B,120.0,54.0,64.0,17.0,1.0,0.0,10.0,4.0,-6,1,0,1,0,0,723.0,369.0,1.9593495934959348,6.0,2.0,2.0,209.0,1.146721218702407
27921,0psq5Vtrp20vhX5kGZu2RO,74,3.0,0,9,488544,1,82.0,8947122.0,185,3B,140.0,64.0,83.0,14.0,5.0,0.0,8.0,11.0,-5,1,0,1,0,0,385.0,134.0,2.873134328358209,1.0,1.0,2.0,115.0,1.146721218702407
27922,58k32my5lKofeZRtIvBDg9,74,2.88,1,2,434304,1,72.0,3136253.0,185,4B,86.0,85.0,53.0,33.0,24.0,0.0,14.0,40.0,-8,1,0,1,0,0,336.0,123.0,2.731707317073171,6.0,1.0,2.0,140.0,1.146721218702407
27923,07FkzikE6FuHIa8Ma7zJGc,74,3.49,0,13,418680,1,76.0,11183934.0,183,10B,125.0,69.0,63.0,10.0,0.0,1.0,67.0,20.0,-6,1,0,1,0,0,630.0,201.0,3.1343283582089554,5.0,2.0,4.0,176.0,1.146721218702407
27924,2F6PBqz7aPA7K309aFKMHt,74,3.85,0,8,484848,1,75.0,8056145.0,185,4B,80.0,62.0,63.0,77.0,47.0,0.0,15.0,26.0,-7,1,0,1,0,0,296.0,85.0,3.4823529411764707,0.0,2.0,2.0,40.0,1.146721218702407
27925,5XseQZ9TGr06Rv1Ye6wCu0,74,3.04,0,1,456984,3,74.0,1932549.0,183,8A,100.0,72.0,69.0,41.0,14.0,0.0,5.0,11.0,-6,0,1,0,0,1,326.0,141.0,2.3120567375886525,2.0,2.0,3.0,92.0,1.146721218702407
27926,0dGqP4VickYjtIaB5VOt4H,74,3.07,1,1,450432,1,72.0,5511362.0,185,3A,79.0,49.0,52.0,47.0,22.0,0.0,15.0,19.0,-8,0,1,0,0,1,480.0,175.0,2.742857142857143,7.0,2.0,2.0,119.0,1.146721218702407
27927,15yuvKhcoEtV5KwKxqHSwa,74,3.74,1,1,437904,2,77.0,19518051.0,185,9A,86.0,50.0,89.0,54.0,26.0,0.0,25.0,9.0,-6,0,1,0,0,1,574.0,182.0,3.1538461538461537,10.0,2.0,3.0,116.0,1.146721218702407
27929,5oI9blwsXC8AkTWw6wASY8,74,3.84,1,7,444360,1,76.0,13942792.0,185,10A,94.0,67.0,82.0,77.0,44.0,0.0,13.0,30.0,-6,0,1,1,0,0,474.0,160.0,2.9625,18.0,1.0,0.0,113.0,1.146721218702407
27930,4ssHL7bSnOAE7HjiuLx6Co,74,2.57,1,1,479400,1,76.0,13942792.0,184,4A,106.0,53.0,38.0,4.0,8.0,0.0,11.0,7.0,-8,0,1,1,0,0,430.0,165.0,2.606060606060606,23.0,2.0,0.0,49.0,1.146721218702407
27931,5KUNwkaNf8l5A9sXZhiCgI,74,2.88,1,13,305712,2,73.0,4024306.0,185,6A,122.0,58.0,52.0,4.0,3.0,0.0,11.0,13.0,-9,0,1,1,0,0,548.0,285.0,1.92280701754386,19.0,2.0,2.0,140.0,1.146721218702407
27933,447r2keRxpkINmWYp83MlH,74,4.75,0,5,370104,1,73.0,16400611.0,185,12A,103.0,35.0,45.0,41.0,65.0,0.0,25.0,27.0,-12,0,1,1,0,0,675.0,249.0,2.710843373493976,5.0,2.0,0.0,181.0,1.146721218702407
27934,1Mzg6bu3hkCwJKEf7v49MN,74,3.06,1,6,479808,1,75.0,2275064.0,183,9B,86.0,54.0,37.0,33.0,4.0,0.0,28.0,3.0,-7,1,0,1,0,0,508.0,286.0,1.7762237762237765,16.0,0.0,0.0,0.0,1.146721218702407
27935,7FfdTwI2i0b5PNeNvqtqCY,74,3.02,1,5,480168,1,74.0,3493869.0,185,10B,163.0,67.0,66.0,23.0,3.0,0.0,32.0,14.0,-6,1,0,1,0,0,370.0,234.0,1.5811965811965811,13.0,2.0,0.0,110.0,1.146721218702407
27936,5jrdCoLpJSvHHorevXBATy,74,3.59,0,6,383904,2,73.0,3295579.0,184,12A,115.0,78.0,45.0,43.0,0.0,0.0,39.0,21.0,-3,0,1,1,0,0,425.0,177.0,2.401129943502825,0.0,0.0,0.0,0.0,1.146721218702407
27937,0lEjxUUlKqjqXrVlIHFduD,75,3.22,1,6,456120,2,90.0,56836280.5,185,12A,178.0,76.0,68.0,75.0,20.0,0.0,9.0,14.0,-5,0,1,1,0,0,527.0,199.0,2.648241206030151,48.0,2.0,3.0,136.0,1.3403837958343348
