,id,name,album,key,mode,camelot,tempo,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness
455,0853513215042292ad8205ff6d84e8e3,Toda (Remix),Toda (Remix),F,minor,4A,80.0,6:07,72.0,45.0,51.0,37.0,16.0,0.0,7.0,13.0,-7 dB
456,ba98b0a68dcdace3322ab10d081f34d9,,,F#,minor,11A,90.0,2:35,72.0,72.0,72.0,91.0,5.0,0.0,19.0,15.0,-5 dB
457,9f199f8f53f8dc58bf3c18d8d31cd1c0,,,D,major,10B,186.0,3:46,70.0,84.0,54.0,49.0,13.0,0.0,14.0,33.0,-5 dB
458,12295ecb65e0725940fb474ff9d09021,Wake Up in the Sky,Wake Up in the Sky,E,minor,9A,143.0,3:24,75.0,58.0,80.0,37.0,0.0,0.0,36.0,5.0,-5 dB
459,742096c8bb9080bdcdc8db77702be724,Like That (feat. Gucci Mane),Hot Pink,E,minor,9A,106.0,2:43,74.0,50.0,88.0,41.0,24.0,0.0,10.0,18.0,-6 dB
460,7b0b2553f8dc13b27a106e36341faef9,Explícale (feat. Cosculluela & Brytiago) - Remix,Explícale (feat. Cosculluela & Brytiago) [Remix],C#,major,3B,125.0,6:35,75.0,68.0,77.0,59.0,9.0,0.0,10.0,13.0,-4 dB
461,1f731ad762c50e52edf56d40ac865546,,,D,major,10B,77.0,4:01,71.0,34.0,33.0,16.0,82.0,0.0,13.0,3.0,-8 dB
462,16bb9c51bb18f491879698b0002e48e5,,,G,major,9B,58.0,2:16,71.0,49.0,63.0,34.0,52.0,7.0,9.0,3.0,-8 dB
463,fb870ee408ed0133eb96a7157329bcee,,,C,major,8B,116.0,3:19,71.0,39.0,55.0,24.0,66.0,0.0,13.0,13.0,-10 dB
464,05cd54e9a92982c47a380c1ee9dc6aab,,,Ab,major,4B,97.0,2:26,72.0,39.0,59.0,21.0,73.0,0.0,10.0,6.0,-8 dB
465,546ef813de8338fba8d27dc22e352618,,,C,major,8B,135.0,4:60,72.0,75.0,71.0,47.0,4.0,0.0,60.0,26.0,-5 dB
466,70e4f304d4eac4bc6a99a335ec12063a,,,F#,minor,11A,160.0,6:45,71.0,66.0,73.0,78.0,1.0,0.0,35.0,24.0,-5 dB
467,63b9e2e5f29d1175d2b088b75c176fc9,,,F#,minor,11A,112.0,3:08,70.0,36.0,79.0,53.0,54.0,0.0,14.0,36.0,-10 dB
468,91be957e8ab767e294bbcfe80f2b21c8,,,C,major,8B,178.0,3:45,71.0,80.0,66.0,68.0,19.0,0.0,17.0,25.0,-4 dB
469,68159da1dc6b792581a500c2ce6db218,,,E,minor,9A,149.0,2:17,71.0,79.0,54.0,48.0,2.0,0.0,18.0,38.0,-6 dB
470,6ed40ef3a363c9ecaf6cc80a806f58ff,,,C#,major,3B,173.0,3:45,72.0,47.0,53.0,6.0,18.0,0.0,12.0,6.0,-6 dB
471,b3304f6a4b191490c514b4a7af12bc53,,,A#,minor,3A,124.0,2:14,72.0,47.0,95.0,47.0,17.0,0.0,10.0,30.0,-7 dB
472,9b0a598b96403293d58d0f9c37bb0ba6,,,G#,minor,1A,110.0,3:39,71.0,89.0,72.0,73.0,2.0,0.0,9.0,6.0,-4 dB
473,5f8fe99102d751558edc71e86b921e3c,,,B,minor,10A,140.0,4:20,70.0,31.0,42.0,13.0,10.0,0.0,22.0,6.0,-10 dB
474,4140899aa1453f2c3b404f58498252e2,,,D#,minor,2A,140.0,3:03,69.0,75.0,83.0,70.0,2.0,0.0,11.0,13.0,-5 dB
475,85491020e9fb45cf562243894f7c2961,,,C#,major,3B,169.0,3:35,70.0,88.0,77.0,93.0,18.0,0.0,14.0,12.0,-4 dB
476,0a60d71ab3fabdfa97793f2c2354d0b4,,,C,minor,5A,160.0,2:51,70.0,89.0,70.0,64.0,6.0,0.0,10.0,13.0,-5 dB
477,022876d5341208ee056107f77e16ecf1,,,G,minor,6A,128.0,3:04,71.0,84.0,74.0,6.0,10.0,0.0,10.0,21.0,-7 dB
478,3e4257aa2fd362ec444780d1a7d6d0ad,,,Ab,major,4B,123.0,4:01,75.0,51.0,71.0,27.0,45.0,0.0,11.0,6.0,-8 dB
479,b3c181ba1939bff20129aef311ce9a18,DILEMMA (feat. Central Cee),RENT'S DUE (DELUXE),Ab,major,4B,143.0,2:40,75.0,56.0,76.0,50.0,25.0,0.0,74.0,16.0,-9 dB
480,a30c429a11014bb3bc14b437c4b5a4db,,,B,major,1B,78.0,3:42,71.0,73.0,64.0,58.0,1.0,0.0,15.0,7.0,-5 dB
481,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,
483,cd677b1ecbab27f226d2f9465168bf7e,,,F#,major,2B,130.0,2:02,68.0,63.0,47.0,69.0,27.0,0.0,12.0,5.0,-5 dB
484,afde91cfdd995ba79dc650e0dc4dd5bc,,,G,major,9B,85.0,5:60,70.0,80.0,54.0,47.0,32.0,0.0,19.0,35.0,-5 dB
485,56d5c19e5e1d8d09c34262d5a9fe38c6,,,Ab,major,4B,116.0,2:50,70.0,43.0,72.0,6.0,1.0,0.0,10.0,3.0,-5 dB
486,a09f3146363520649d5b6d3e94233de9,,,G,minor,6A,123.0,2:48,76.0,57.0,81.0,87.0,18.0,0.0,12.0,10.0,-9 dB
487,92910716f8a5c6a7b7ac64ec4461a1f5,,,G#,minor,1A,110.0,2:57,70.0,72.0,60.0,21.0,0.0,0.0,12.0,3.0,-7 dB
488,eade09f253b3401d243af3abffd2d20e,,,C#,major,3B,135.0,2:41,69.0,57.0,55.0,17.0,0.0,0.0,12.0,4.0,-7 dB
489,19e2d7817e7e25b2ff713f94ac6f8455,,,G,major,9B,150.0,2:58,71.0,82.0,55.0,62.0,1.0,0.0,74.0,15.0,-4 dB
490,cf41de3faf5e67c484b88db0458481db,,,C#,major,3B,125.0,2:18,71.0,64.0,64.0,14.0,5.0,0.0,11.0,3.0,-5 dB
491,e30cb7ab9a3c6dd10dfb01155d2a34b1,,,A,major,11B,124.0,3:11,70.0,69.0,68.0,49.0,1.0,0.0,8.0,3.0,-6 dB
492,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,
494,320ef1f0e77f44cb422a26bf5618e106,,,G#,minor,1A,100.0,4:14,70.0,61.0,85.0,42.0,22.0,0.0,12.0,9.0,-6 dB
495,3a7c8a1fda9ec3bc23175822cc6a1867,Bon Appétit,Witness (Deluxe),F#,major,2B,106.0,3:47,74.0,80.0,80.0,53.0,13.0,0.0,22.0,6.0,-6 dB
496,a1fc72c2db55c42bd4100fc0d0e9dd3b,,,C#,major,3B,162.0,2:49,70.0,59.0,86.0,58.0,2.0,0.0,9.0,50.0,-9 dB
497,86093e488b05ac76dc0415850f532aa2,,,E,minor,9A,104.0,3:50,70.0,60.0,54.0,12.0,11.0,0.0,11.0,11.0,-10 dB
498,a9644db5f818a46bca4ca82078c1afc4,,,F,major,7B,110.0,2:34,67.0,95.0,88.0,65.0,9.0,0.0,12.0,39.0,-1 dB
499,2ccd3911eba7fa289cf49a9932cdf4ee,,,F#,major,2B,96.0,4:04,70.0,70.0,76.0,74.0,31.0,0.0,8.0,6.0,-4 dB
500,46df1f55671dfbfe2f748d3e91a457f0,,,C,major,8B,163.0,5:56,70.0,84.0,69.0,54.0,4.0,0.0,66.0,11.0,-3 dB
501,240bd564b50508a5ccf12be6edb3b045,,,G,major,9B,75.0,3:04,60.0,69.0,60.0,63.0,26.0,0.0,11.0,10.0,-9 dB
502,1cb29279fc4826fb86a20e71f38473d6,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),Bb,minor,3A,124.0,4:23,74.0,59.0,81.0,57.0,64.0,0.0,14.0,17.0,-7 dB
503,a81f1d21082aadcaefc447137b9d27d9,,,F#,major,2B,123.0,2:23,59.0,64.0,82.0,61.0,18.0,0.0,17.0,5.0,-7 dB
504,29af37d56156a7928e076ffa604a771e,,,A,minor,8A,138.0,3:02,73.0,79.0,78.0,96.0,25.0,0.0,11.0,5.0,-2 dB
505,7312a3abde1a416df7f05c5c092b9d26,,,D,major,10B,91.0,3:53,72.0,70.0,60.0,21.0,2.0,0.0,22.0,11.0,-5 dB
506,4e00bc35ea235bfa1e6dd89d0471a115,,,C,major,8B,102.0,3:51,72.0,55.0,55.0,41.0,32.0,0.0,6.0,16.0,-9 dB
507,08358f8e531ff1db828a0134e87cd5f3,,,C#,major,3B,144.0,3:08,71.0,69.0,74.0,28.0,16.0,0.0,14.0,38.0,-7 dB
508,6a61f1700c208fa1dfa52ec1896c84ff,Fake Love,More Life,A,minor,8A,134.0,3:30,71.0,48.0,93.0,61.0,11.0,0.0,18.0,29.0,-9 dB
509,58342798adaec4c6b7ffc4bba4ef16f3,reincarnated,GNX,G,major,9B,91.0,4:35,75.0,78.0,85.0,75.0,5.0,0.0,30.0,25.0,-5 dB
510,d04e5dd07049d08bfc6b749f98a9496d,,,G,major,9B,100.0,3:34,64.0,61.0,78.0,42.0,34.0,0.0,10.0,7.0,-6 dB
511,82c2d3cd0ce307ce63cacbdb9455af2e,,,D,minor,7A,167.0,6:12,70.0,77.0,46.0,41.0,28.0,0.0,18.0,38.0,-4 dB
512,f845881dfac6c395f32ff91ffdc43ade,,,C#,minor,12A,140.0,3:28,71.0,56.0,59.0,7.0,53.0,0.0,12.0,6.0,-8 dB
513,ffe2a4f3d5915ba8772d860ced3411dd,,,D,major,10B,125.0,3:24,33.0,75.0,89.0,37.0,36.0,0.0,5.0,13.0,-6 dB
514,c4ff58e945a6398b748f422ee5348bf1,,,F#,minor,11A,126.0,5:47,69.0,62.0,75.0,19.0,17.0,0.0,39.0,14.0,-7 dB
515,b6baa6978858d281b8926016522335ad,,,D,major,10B,146.0,3:04,70.0,66.0,69.0,25.0,1.0,0.0,22.0,5.0,-6 dB
516,6b9275944c53f9dbc307d941217edfcf,,,C,major,8B,90.0,4:16,71.0,61.0,48.0,30.0,5.0,0.0,31.0,31.0,-7 dB
517,89ffd4ad3f4e3381b8b0c17d89f6129e,,,C,minor,5A,80.0,3:53,70.0,63.0,55.0,16.0,5.0,0.0,24.0,7.0,-7 dB
518,dec82f680d3553214c42917406a27d9b,,,A#,minor,3A,87.0,3:47,71.0,88.0,45.0,23.0,26.0,0.0,10.0,41.0,-5 dB
519,351d9386bbd6595a9d9542932d1a90c1,,,D,major,10B,144.0,3:44,73.0,71.0,82.0,35.0,2.0,0.0,37.0,5.0,-4 dB
520,6b2d53d1c77e14877a6c6b5d6226af50,,,A,minor,8A,142.0,2:43,73.0,20.0,73.0,19.0,31.0,1.0,10.0,4.0,-11 dB
521,0fad45474bff1499d9401762104cabbb,,,B,minor,10A,109.0,3:03,0.0,49.0,92.0,60.0,1.0,0.0,71.0,22.0,-9 dB
522,929a8b8bf01b641fb8e63c90ac75fc4d,,,C,minor,5A,97.0,3:23,71.0,56.0,76.0,50.0,12.0,0.0,20.0,29.0,-10 dB
523,fa7b6520022946398807ae6bdcbc95d6,Sold Out Dates (feat. Lil Baby),Sold Out Dates (feat. Lil Baby),E,minor,9A,127.0,2:46,69.0,56.0,82.0,31.0,47.0,0.0,13.0,14.0,-7 dB
524,f0ea26345b3314b75dfaec1b2974b679,,,F,minor,4A,118.0,2:06,71.0,48.0,95.0,57.0,77.0,0.0,11.0,36.0,-9 dB
525,bf6dfeda921186728efbf1356f7de393,Ready (feat. Gunna),Street Gossip,C#,major,3B,77.0,3:33,75.0,40.0,79.0,13.0,28.0,0.0,11.0,39.0,-6 dB
526,f0d625eba8e00045b4d4c38dfeed1273,,,C#,minor,12A,114.0,2:42,70.0,49.0,81.0,43.0,18.0,0.0,9.0,35.0,-8 dB
527,d5340edf60aa74e3d7e6884c60568c50,,,C#,major,3B,88.0,4:30,70.0,67.0,55.0,47.0,2.0,0.0,9.0,27.0,-5 dB
528,9dcb5b7436f199ea4f49680c91674805,,,G,major,9B,97.0,4:06,71.0,74.0,73.0,73.0,0.0,0.0,56.0,7.0,-6 dB
529,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,
531,b5876e9b1b2353c84b7c278bfe3511b7,,,F,minor,4A,95.0,3:42,70.0,84.0,79.0,81.0,24.0,0.0,34.0,8.0,-5 dB
532,bc424d6880d9ff5e9ad4d9686a83fffd,1993,333,B,major,1B,92.0,2:07,73.0,88.0,75.0,58.0,46.0,0.0,15.0,8.0,-3 dB
533,e3ce870195e2b882bafc161921d4d484,,,G,major,9B,140.0,3:05,71.0,56.0,74.0,68.0,30.0,0.0,10.0,32.0,-8 dB
534,6ff45b8bb55627a1c1fc97682bdf6522,,,G,minor,6A,136.0,4:31,70.0,32.0,91.0,67.0,36.0,0.0,9.0,33.0,-10 dB
535,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,
537,fe4641211dd90771fc40efad0b4213cb,,,A,major,11B,92.0,4:50,70.0,85.0,78.0,38.0,5.0,0.0,21.0,22.0,-5 dB
538,166922947ce4132fa764a827bd1aef56,,,D,minor,7A,104.0,3:05,70.0,77.0,72.0,51.0,31.0,0.0,13.0,5.0,-7 dB
539,491bd5ed9fca5197de6725f30bf98c23,,,C#,major,3B,117.0,3:19,70.0,76.0,74.0,68.0,35.0,0.0,19.0,28.0,-4 dB
540,83ee56de8da03753cae9b69e4d6d2bdf,,,F,major,7B,92.0,5:18,70.0,79.0,64.0,41.0,16.0,0.0,31.0,27.0,-5 dB
541,681f1b7522771bdcfbe50d4bd8f1999f,,,A,minor,8A,179.0,4:04,70.0,76.0,43.0,47.0,60.0,0.0,25.0,31.0,-5 dB
542,44066a7773dadc964cee9f42c79ea86f,,,D,minor,7A,172.0,2:22,70.0,41.0,72.0,50.0,51.0,0.0,10.0,39.0,-10 dB
543,9dd86b9dcc2662eb1cb6b0969d4af32e,,,F,minor,4A,151.0,2:52,70.0,68.0,90.0,52.0,19.0,0.0,11.0,40.0,-4 dB
544,53d5f02126fbe5bab34506ffcd84ace2,,,C,major,8B,135.0,3:06,31.0,73.0,65.0,86.0,71.0,0.0,59.0,12.0,-2 dB
545,67afab72ab3db4c9fc52797e16c9c189,,,E,minor,9A,140.0,3:14,70.0,48.0,81.0,56.0,62.0,0.0,11.0,9.0,-6 dB
546,40cddfa26d9e6676ece1df8b64bd1e13,,,G#,minor,1A,99.0,2:57,65.0,74.0,72.0,43.0,8.0,0.0,23.0,7.0,-7 dB
547,2b0d8d23527a5bfc6612302f9cb3a16f,,,F#,minor,11A,87.0,3:38,71.0,42.0,64.0,19.0,35.0,0.0,8.0,5.0,-12 dB
548,28a95d3aa68f3bbfe76c2f1e0bcb292a,,,C,minor,5A,140.0,2:17,74.0,40.0,91.0,75.0,8.0,0.0,12.0,47.0,-9 dB
549,6aef8969b3fdfa7994fa17f4bfcd78d7,,,B,minor,10A,120.0,3:30,71.0,74.0,74.0,41.0,32.0,0.0,13.0,15.0,-8 dB
550,87b18587f37c4f121f19e810f06a7070,,,D,major,10B,130.0,2:09,71.0,54.0,81.0,10.0,1.0,0.0,15.0,5.0,-10 dB
551,35f2de556f998b8d128ab2c9e7d0fa0f,,,C#,major,3B,142.0,3:24,70.0,77.0,59.0,39.0,13.0,0.0,35.0,36.0,-5 dB
552,45502c5e3a8b3b6025fe2e36e6555ee9,,,C#,minor,12A,120.0,4:19,71.0,56.0,86.0,41.0,5.0,0.0,7.0,11.0,-7 dB
553,fa37658bc3b3910d306fb79c35a46d3a,,,B,minor,10A,196.0,2:60,67.0,66.0,54.0,43.0,1.0,0.0,11.0,22.0,-8 dB
554,c9e41790eeabfb3957a33e2f09b8d67f,,,C#,major,3B,117.0,2:52,70.0,61.0,68.0,30.0,46.0,0.0,27.0,9.0,-5 dB
555,b7922a526ecae20e4b390693fbca1842,,,F#,minor,11A,126.0,3:10,70.0,74.0,70.0,34.0,4.0,0.0,13.0,6.0,-6 dB
556,0f8c6d75d39913942801e1a7a883f3a5,,,F#,major,2B,82.0,2:28,71.0,69.0,78.0,66.0,18.0,0.0,16.0,24.0,-7 dB
557,f97fe5c3d376ef69a572f7b0211fb7b7,,,A,major,11B,124.0,1:52,69.0,86.0,88.0,33.0,9.0,0.0,17.0,9.0,1 dB
558,74913f027fa0d0f2fad786ca8a0108e9,,,A#,minor,3A,135.0,2:45,70.0,81.0,67.0,28.0,6.0,0.0,13.0,11.0,-4 dB
559,e616643e99f553d45500fce9ff9eea4b,,,C#,minor,12A,100.0,3:34,73.0,80.0,82.0,8.0,0.0,13.0,6.0,16.0,-4 dB
560,a2bdafeef66088d8e61e2bfb092d118a,,,F,minor,4A,172.0,3:18,71.0,85.0,75.0,59.0,12.0,0.0,12.0,27.0,-3 dB
561,d71d8e39a354ff627e777ee42885dbf0,,,C#,major,3B,129.0,3:33,70.0,78.0,81.0,93.0,71.0,0.0,22.0,22.0,-5 dB
562,31e71f3886e0f7d5c8e4e36f8887a22e,,,C#,major,3B,120.0,3:00,70.0,65.0,61.0,38.0,41.0,0.0,11.0,4.0,-4 dB
563,9aeb799e0c83f02d83c87db721ceaa26,,,G,minor,6A,94.0,2:58,70.0,54.0,56.0,79.0,83.0,0.0,9.0,5.0,-5 dB
564,9a8fccc9b5a68366e82a2ffb646ca1a8,,,C,minor,5A,106.0,2:48,71.0,54.0,46.0,40.0,78.0,0.0,11.0,7.0,-7 dB
565,6652b5efae82bb0377dee2d0d32c0b80,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),Lil Boat 3,F#,minor,11A,130.0,2:58,75.0,60.0,89.0,48.0,7.0,0.0,18.0,28.0,-7 dB
566,5c7bebf079837e9265ba8d8a275259c9,,,B,minor,10A,125.0,4:08,70.0,52.0,85.0,19.0,17.0,0.0,10.0,21.0,-9 dB
567,8fe2a2af4f2a39841e8de20c4ab219d3,,,D#,minor,2A,137.0,2:12,72.0,57.0,66.0,40.0,65.0,0.0,8.0,5.0,-8 dB
568,47fa600c99e20fc759a8df8f596810e0,,,C,minor,5A,98.0,4:00,69.0,69.0,68.0,20.0,14.0,0.0,11.0,6.0,-4 dB
569,1b8c6193564d5b724d31b9e7610c6ab0,,,F,major,7B,146.0,4:14,69.0,60.0,55.0,30.0,26.0,0.0,17.0,9.0,-6 dB
570,77a467603503740216e3f44a7f77a7ca,,,E,minor,9A,111.0,3:09,71.0,35.0,58.0,13.0,60.0,0.0,11.0,5.0,-12 dB
571,7f418a492dd38c3f9330d8f0259fc639,,,G,major,9B,100.0,2:44,71.0,69.0,79.0,55.0,15.0,0.0,10.0,9.0,-5 dB
572,ddc7c6c327534291dd112cd35be3c001,,,B,major,1B,111.0,2:51,74.0,83.0,89.0,84.0,7.0,0.0,30.0,9.0,-5 dB
573,b2404e3c7cad273c0d7f17243212c344,,,F#,minor,11A,111.0,3:29,71.0,62.0,68.0,35.0,23.0,0.0,16.0,4.0,-7 dB
574,7d239ac3fd6506419b7b28efbc63d91a,,,D#,minor,2A,82.0,2:02,70.0,56.0,59.0,82.0,43.0,0.0,16.0,11.0,-10 dB
575,bcafc148e32f15589f095394fb5da28e,,,G,major,9B,93.0,3:03,70.0,68.0,85.0,58.0,2.0,0.0,36.0,13.0,-5 dB
576,85562c697d1f3764b7fd66b2271880f2,,,C,minor,5A,120.0,5:17,69.0,66.0,96.0,69.0,11.0,0.0,10.0,6.0,-6 dB
577,5ef29f89e951fabce8ca559a8ee05734,,,B,minor,10A,106.0,2:55,70.0,74.0,80.0,14.0,5.0,0.0,17.0,5.0,-7 dB
578,6e38b5f7d024b2315f8231a1a3c47530,,,B,major,1B,90.0,2:57,71.0,56.0,56.0,34.0,34.0,0.0,33.0,7.0,-12 dB
579,1e4c56d6a1caf9f894057d76b85a52c3,,,C,major,8B,93.0,2:37,70.0,52.0,80.0,68.0,62.0,0.0,31.0,16.0,-8 dB
580,207d5fb04c78855647a3f7661e53cb07,,,D#,minor,2A,145.0,3:11,71.0,57.0,72.0,78.0,22.0,0.0,15.0,14.0,-10 dB
581,e44d8a8a24d0656f15f3cd51d0c4edf1,,,C,minor,5A,93.0,2:38,70.0,81.0,69.0,65.0,22.0,0.0,12.0,29.0,-6 dB
582,212026b5308c9548db1226945254378f,,,D,minor,7A,120.0,2:51,72.0,81.0,94.0,89.0,46.0,0.0,7.0,8.0,-6 dB
583,7e31180629439ea8cb216e1c612aee5e,,,C#,minor,12A,88.0,7:00,54.0,75.0,70.0,49.0,46.0,0.0,17.0,9.0,-5 dB
584,e7e80799be86bb9f51dbe754955e5a8c,,,A#,minor,3A,90.0,4:11,69.0,59.0,76.0,64.0,15.0,0.0,35.0,36.0,-6 dB
585,f7a449740613ed7eaca5b6957bbe54c9,,,F,minor,4A,122.0,2:41,71.0,72.0,85.0,69.0,67.0,0.0,11.0,21.0,-7 dB
586,0f4dbc3b377a8d2cd6313536bbda0f45,,,F#,minor,11A,139.0,2:16,69.0,57.0,45.0,7.0,1.0,6.0,19.0,5.0,-10 dB
587,87901aba3982307b045bdeb1c908f6ac,,,Ab,major,4B,98.0,3:09,69.0,92.0,70.0,45.0,0.0,0.0,22.0,5.0,-6 dB
588,ff983936ddc5ea7da5a49a32ebac1760,"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",G,minor,6A,96.0,3:07,72.0,61.0,57.0,44.0,49.0,0.0,12.0,14.0,-7 dB
589,4c5110b8f9d61272d4018de8a8e64c3f,,,F,minor,4A,117.0,2:45,69.0,52.0,78.0,84.0,24.0,0.0,27.0,6.0,-6 dB
590,cc3705c9571c3dc8fe3dbe67bde21fdc,,,F,minor,4A,133.0,3:08,69.0,73.0,79.0,62.0,15.0,0.0,10.0,4.0,-6 dB
591,a06149590ebe9b1ea340ff0cc0e90ab3,,,G,major,9B,140.0,3:21,68.0,54.0,75.0,45.0,54.0,0.0,22.0,5.0,-8 dB
592,0adf59951c0d45b974fe88db22887ac0,,,F,minor,4A,114.0,2:44,71.0,72.0,66.0,32.0,18.0,0.0,14.0,6.0,-7 dB
593,47b5c38e5a59c473f62c89a3e2e9b80e,,,C#,major,3B,99.0,3:28,70.0,33.0,93.0,26.0,4.0,0.0,12.0,36.0,-11 dB
594,b48b2195e0a2764c8e30657e16cccffd,,,F,minor,4A,82.0,3:47,71.0,88.0,65.0,86.0,29.0,0.0,8.0,11.0,-3 dB
595,9cfb692c47247308c7f3ada805b95dd9,,,C#,major,3B,131.0,2:56,69.0,81.0,47.0,9.0,7.0,0.0,14.0,34.0,-6 dB
596,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,
598,2ffb650525ed2eacc44e546fd2b3905d,,,C#,minor,12A,91.0,3:04,69.0,70.0,73.0,82.0,20.0,0.0,6.0,4.0,-5 dB
599,8f3bb3da72d219b7feea2313de2430c8,,,A#,minor,3A,101.0,2:50,68.0,67.0,56.0,52.0,33.0,0.0,12.0,15.0,-9 dB
600,33190ada30bff88e44db4d4279f5e975,,,F#,minor,11A,80.0,3:13,69.0,59.0,40.0,18.0,44.0,6.0,45.0,5.0,-9 dB
601,94839a8a60fb8ccccaa2491d0d95d318,,,C,major,8B,120.0,2:02,71.0,66.0,89.0,47.0,2.0,0.0,26.0,40.0,-9 dB
602,2666039e3f59bf2007e95a1b838d1930,,,C#,minor,12A,176.0,3:44,69.0,92.0,54.0,69.0,0.0,0.0,26.0,26.0,-3 dB
603,e5d1f503e78bac29ed452d78cca5545b,,,A,minor,8A,120.0,3:10,69.0,59.0,83.0,77.0,20.0,0.0,7.0,11.0,-6 dB
604,102f52c8c3c1adad7e544a140c4c9a5b,Proper Patola,Namaste England (Original Motion Picture Soundtrack),C#,minor,12A,172.0,2:58,72.0,82.0,77.0,49.0,49.0,0.0,32.0,9.0,-6 dB
605,e8dbee1f1431596aa4164e9a002293be,,,A#,minor,3A,150.0,2:46,69.0,62.0,81.0,63.0,11.0,0.0,73.0,44.0,-9 dB
606,53faf55a4c63a114dea1db620759df62,,,A,minor,8A,103.0,3:46,68.0,94.0,78.0,97.0,9.0,8.0,12.0,6.0,-3 dB
607,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,
609,b5876e9b1b2353c84b7c278bfe3511b7,,,F,minor,4A,95.0,3:42,70.0,84.0,79.0,81.0,24.0,0.0,34.0,8.0,-5 dB
610,805ec32b0e499e32fe464ce15991c0c2,,,Eb,major,5B,176.0,3:36,69.0,82.0,73.0,68.0,3.0,0.0,23.0,15.0,-2 dB
611,0365906de979a32dd584662ed4de3ed6,,,C#,major,3B,74.0,3:16,72.0,49.0,71.0,62.0,13.0,0.0,9.0,25.0,-10 dB
612,394137a5d6263c33d833e0bb0e7f4074,,,C,minor,5A,110.0,2:41,70.0,67.0,72.0,70.0,0.0,0.0,9.0,3.0,-5 dB
613,8a11cb09eed8d50f32dfeb2d7be617bb,,,Ab,major,4B,123.0,4:16,72.0,70.0,71.0,58.0,30.0,0.0,32.0,19.0,-6 dB
614,df256e2165eed7cbdedf54ffd88c72d3,No Friends In The Industry,Certified Lover Boy,C#,major,3B,84.0,3:24,70.0,74.0,84.0,17.0,2.0,0.0,63.0,11.0,-5 dB
615,3d8ff73acc7cfcc8f158739d3fd1882b,Neighbors,4 Your Eyez Only,F#,minor,11A,139.0,3:36,73.0,28.0,90.0,47.0,32.0,0.0,11.0,36.0,-12 dB
616,ab3f26f13e26dcdc2fe1f467fc48c34f,Hot (feat. Gunna),So Much Fun,C,minor,5A,112.0,3:13,73.0,65.0,86.0,56.0,6.0,0.0,8.0,24.0,-8 dB
617,2c86054d1d4a8051ea627e5dcfeb2080,,,C#,major,3B,156.0,4:00,69.0,68.0,68.0,51.0,9.0,0.0,10.0,5.0,-4 dB
618,470c08033cf0b79a2786a2d155320d7f,Jumpman,What A Time To Be Alive,C#,major,3B,142.0,3:25,72.0,55.0,85.0,66.0,6.0,0.0,33.0,19.0,-7 dB
619,2bbfe65d09e46cd6e2f7d9d9abded3a7,,,D#,minor,2A,123.0,4:14,70.0,41.0,59.0,20.0,89.0,10.0,12.0,5.0,-13 dB
620,a36f2938d86268af85b9592adc71c8ed,Massive,"Honestly, Nevermind",E,minor,9A,125.0,5:36,73.0,67.0,50.0,6.0,11.0,2.0,15.0,6.0,-7 dB
621,daf033c174f9e1843859274ea4fdf6b0,Club Paradise,Care Package,F#,minor,11A,184.0,4:43,70.0,73.0,34.0,54.0,76.0,0.0,18.0,10.0,-6 dB
622,87a12fcda3e4647411c95610f7e25318,meet the grahams,meet the grahams,F,major,7B,75.0,6:32,75.0,80.0,48.0,60.0,55.0,0.0,11.0,31.0,-6 dB
623,e136c0304257ab9c868718c88455fd77,,,C,minor,5A,106.0,4:14,70.0,65.0,89.0,60.0,10.0,0.0,37.0,37.0,-9 dB
624,282c119fdbafb3b854f7d2d694b5511d,,,G,major,9B,98.0,3:27,70.0,49.0,94.0,52.0,17.0,0.0,26.0,21.0,-3 dB
625,e73b639b564d60b48f23c95b10394015,,,E,minor,9A,142.0,3:30,70.0,82.0,77.0,42.0,14.0,0.0,5.0,15.0,-3 dB
626,b2a64781135453b8c135b56740ab6148,,,A#,minor,3A,135.0,3:05,74.0,55.0,66.0,58.0,25.0,0.0,13.0,4.0,-7 dB
627,7d556b20ee782cc5a0172922c423fad7,,,G,major,9B,140.0,2:53,70.0,62.0,43.0,26.0,20.0,0.0,17.0,5.0,-7 dB
628,bd3693f9fc2c42109b6ad9bb40d008d3,GATTI,JACKBOYS,D,major,10B,143.0,3:01,73.0,68.0,59.0,47.0,14.0,0.0,16.0,34.0,-6 dB
629,7d91c65a667f81cec8e46c11504c8003,,,C#,major,3B,168.0,3:11,68.0,57.0,64.0,9.0,1.0,0.0,7.0,6.0,-6 dB
630,c0ce0cf4c258a6e7e45bd8c71ae1b3f2,,,G#,minor,1A,130.0,3:15,70.0,43.0,69.0,27.0,71.0,0.0,17.0,15.0,-10 dB
